Sentence 1	Sentence 2	Combined	Concept Strings	Concept Synsets
mans hand is on the keyboard	man is wearing red tshirt	mans hand is on the keyboard and is wearing red tshirt	['man', 'hand', 'shirt']	['man.n.01', 'hand.n.01', 'shirt.n.01']
mans hand is on the keyboard	man is holding his chin	mans hand is on the keyboard and is holding his chin	['man', 'hand', 'chin']	['man.n.01', 'hand.n.01', 'chin.n.01']
mans hand is on the keyboard	man is wearing brown shoes	mans hand is on the keyboard and is wearing brown shoes	['man', 'hand', 'shoes']	['man.n.01', 'hand.n.01', 'shoe.n.01']
mans hand is on the keyboard	the man wears a red t shirt 	mans hand is on the keyboard and wears a red t shirt	['man', 'hand', 'shirt']	['man.n.01', 'hand.n.01', 'shirt.n.01']
mans hand is on the keyboard	a man in glasses	mans hand is on the keyboard and in glasses	['man', 'hand', 'glasses']	['man.n.01', 'hand.n.01', 'spectacles.n.01']
mans hand is on the keyboard	A man in a gray hoodie	mans hand is on the keyboard and in a gray hoodie	['man', 'hand', 'jacket']	['man.n.01', 'hand.n.01', 'jacket.n.01']
mans hand is on the keyboard	man wearing silver backpack	mans hand is on the keyboard and wearing silver backpack	['man', 'hand', 'backpack']	['man.n.01', 'hand.n.01', 'backpack.n.01']
mans hand is on the keyboard	man is about to cross the road	mans hand is on the keyboard and is about to cross the road	['man', 'hand', 'crosswalk']	['man.n.01', 'hand.n.01', 'crossing.n.05']
mans hand is on the keyboard	man has folded sleeves	mans hand is on the keyboard and has folded sleeves	['man', 'hand', 'sleeves']	['man.n.01', 'hand.n.01', 'sleeve.n.01']
mans hand is on the keyboard	man is wearing black and white tshirt	mans hand is on the keyboard and is wearing black and white tshirt	['man', 'hand', 'shirt']	['man.n.01', 'hand.n.01', 'shirt.n.01']
mans hand is on the keyboard	man is looking at the computer	mans hand is on the keyboard and is looking at the computer	['man', 'hand', 'computer']	['man.n.01', 'hand.n.01', 'computer.n.01']
mans hand is on the keyboard	the man has glasses on 	mans hand is on the keyboard and has glasses on	['man', 'hand', 'glasses']	['man.n.01', 'hand.n.01', 'spectacles.n.01']
mans hand is on the keyboard	man has folded his sleeves	mans hand is on the keyboard and has folded his sleeves	['man', 'hand', 'sleeves']	['man.n.01', 'hand.n.01', 'sleeve.n.01']
mans hand is on the keyboard	man has folded his sleeves	mans hand is on the keyboard and has folded his sleeves	['man', 'hand', 'sleeve']	['man.n.01', 'hand.n.01', 'sleeve.n.01']
mans hand is on the keyboard	man is wearing black pants	mans hand is on the keyboard and is wearing black pants	['man', 'hand', 'pants']	['man.n.01', 'hand.n.01', 'trouser.n.01']
mans hand is on the keyboard	man has a white and black tshirt	mans hand is on the keyboard and has a white and black tshirt	['man', 'hand', 'shirt']	['man.n.01', 'hand.n.01', 'shirt.n.01']
mans hand is on the keyboard	mans jackets are touching the floor	mans hand is on the keyboard and jackets are touching the floor	['man', 'hand', 'jacket']	['man.n.01', 'hand.n.01', 'jacket.n.01']
mans hand is on the keyboard	A man sitting at a desk 	mans hand is on the keyboard and sitting at a desk	['man', 'hand', 'desk']	['man.n.01', 'hand.n.01', 'desk.n.01']
mans hand is on the keyboard	the man is using a computer to  the right	mans hand is on the keyboard and is using a computer to the right	['man', 'hand', 'computer']	['man.n.01', 'hand.n.01', 'computer.n.01']
mans hand is on the keyboard	a man in a grey shirt	mans hand is on the keyboard and in a grey shirt	['man', 'hand', 'shirt']	['man.n.01', 'hand.n.01', 'shirt.n.01']
mans hand is on the keyboard	A man using a computer. 	mans hand is on the keyboard and using a computer.	['man', 'hand', 'computer']	['man.n.01', 'hand.n.01', 'computer.n.01']
mans hand is on the keyboard	Man looking at computer	mans hand is on the keyboard and looking at computer	['man', 'hand', 'computer']	['man.n.01', 'hand.n.01', 'computer.n.01']
mans hand is on the keyboard	man is wearing grey shirt	mans hand is on the keyboard and is wearing grey shirt	['man', 'hand', 'shirt']	['man.n.01', 'hand.n.01', 'shirt.n.01']
picture fixed to the wall	four outlets on the wall	picture fixed to the wall four outlets on the wall	['picture', 'wall', 'outlets']	['picture.n.01', 'wall.n.01', 'mercantile_establishment.n.01']
picture fixed to the wall	dividing screen has a picture stuck to it	picture fixed to the wall and stuck to it	['picture', 'wall', 'dividing screen']	['picture.n.01', 'wall.n.01', 'screen.n.01']
books on the shelf	the shelf is on the wall	books on the shelf the shelf is on the wall	['books', 'shelf', 'wall']	['book.n.01', 'shelf.n.01', 'wall.n.01']
books on the shelf	A single bookshelf on the wall	books on the shelf a single bookshelf on the wall	['books', 'shelf', 'wall']	['book.n.01', 'shelf.n.01', 'wall.n.01']
books on the shelf	bookcase against the wall	books on the shelf bookcase against the wall	['books', 'shelf', 'wall']	['book.n.01', 'shelf.n.01', 'wall.n.01']
books on the shelf	against the wall is a bookshelf	books on the shelf against the wall is a bookshelf	['books', 'shelf', 'wall']	['book.n.01', 'shelf.n.01', 'wall.n.01']
books on the shelf	Books on wall shelf	books on the shelf and on wall shelf	['books', 'shelf', 'wall']	['book.n.01', 'shelf.n.01', 'wall.n.01']
books on the shelf	a purple book is on the desk	books on the shelf and is on the desk	['books', 'shelf', 'desk']	['book.n.01', 'shelf.n.01', 'desk.n.01']
books on the shelf	red book on the table	books on the shelf and on the table	['books', 'shelf', 'desk']	['book.n.01', 'shelf.n.01', 'desk.n.01']
books on the shelf	book with papers on top of it	books on the shelf and with papers on top of it	['books', 'shelf', 'papers']	['book.n.01', 'shelf.n.01', 'paper.n.01']
books on the shelf	Red book on a table	books on the shelf and on a table	['books', 'shelf', 'desk']	['book.n.01', 'shelf.n.01', 'desk.n.01']
books on the shelf	White books on bookshelf	books on the shelf and on bookshelf	['books', 'shelf', 'bookshelf']	['book.n.01', 'shelf.n.01', 'bookshelf.n.01']
guy is wearing glasses	guy holding hand to his chin	guy is wearing glasses and holding hand to his chin	['guy', 'glasses', 'chin']	['guy.n.01', 'spectacles.n.01', 'chin.n.01']
guy is wearing glasses	guys right hand is on the keyboard	guy is wearing glasses and right hand is on the keyboard	['guy', 'glasses', 'hand']	['guy.n.01', 'spectacles.n.01', 'hand.n.01']
mouse on desk next to keyboard	white computer keyboard with grey keys	mouse on desk next to keyboard white computer keyboard with grey keys	['mouse', 'keyboard', 'grey keys']	['mouse.n.01', 'keyboard.n.01', 'key.n.01']
mouse on desk next to keyboard	keyboard sitting on desk	mouse on desk next to keyboard keyboard sitting on desk	['mouse', 'keyboard', 'desk']	['mouse.n.01', 'keyboard.n.01', 'desk.n.01']
mouse on desk next to keyboard	Computer keyboard on a desk	mouse on desk next to keyboard computer keyboard on a desk	['mouse', 'keyboard', 'desk']	['mouse.n.01', 'keyboard.n.01', 'desk.n.01']
mouse on desk next to keyboard	keyboard is on the desk	mouse on desk next to keyboard keyboard is on the desk	['mouse', 'keyboard', 'desk']	['mouse.n.01', 'keyboard.n.01', 'desk.n.01']
mouse on desk next to keyboard	a black mouse on the desk	mouse on desk next to keyboard and on the desk	['mouse', 'keyboard', 'desk']	['mouse.n.01', 'keyboard.n.01', 'desk.n.01']
mouse on desk next to keyboard	A mouse on a mousepad	mouse on desk next to keyboard and on a mousepad	['mouse', 'keyboard', 'mousepad']	['mouse.n.01', 'keyboard.n.01', 'mousepad.n.01']
mouse on desk next to keyboard	mouse is on the desk	mouse on desk next to keyboard and is on the desk	['mouse', 'keyboard', 'desk']	['mouse.n.01', 'keyboard.n.01', 'desk.n.01']
mouse on desk next to keyboard	mouse on desk next to keyboard	mouse on desk next to keyboard and on desk next to keyboard	['mouse', 'keyboard', 'desk']	['mouse.n.01', 'keyboard.n.01', 'desk.n.01']
mouse on desk next to keyboard	mouse next to keyboard 	mouse on desk next to keyboard and next to keyboard	['mouse', 'desk', 'keyboard']	['mouse.n.01', 'desk.n.01', 'keyboard.n.01']
mouse on desk next to keyboard	A mouse on a mousepad	mouse on desk next to keyboard and on a mousepad	['mouse', 'desk', 'mousepad']	['mouse.n.01', 'desk.n.01', 'mousepad.n.01']
mouse on desk next to keyboard	mouse on desk next to keyboard	mouse on desk next to keyboard and on desk next to keyboard	['mouse', 'desk', 'keyboard']	['mouse.n.01', 'desk.n.01', 'keyboard.n.01']
guys right hand is on the keyboard	white computer keyboard with grey keys	guys right hand is on the keyboard white computer keyboard with grey keys	['hand', 'keyboard', 'grey keys']	['hand.n.01', 'keyboard.n.01', 'key.n.01']
guys right hand is on the keyboard	keyboard sitting on desk	guys right hand is on the keyboard keyboard sitting on desk	['hand', 'keyboard', 'desk']	['hand.n.01', 'keyboard.n.01', 'desk.n.01']
guys right hand is on the keyboard	Computer keyboard on a desk	guys right hand is on the keyboard computer keyboard on a desk	['hand', 'keyboard', 'desk']	['hand.n.01', 'keyboard.n.01', 'desk.n.01']
guys right hand is on the keyboard	keyboard is on the desk	guys right hand is on the keyboard keyboard is on the desk	['hand', 'keyboard', 'desk']	['hand.n.01', 'keyboard.n.01', 'desk.n.01']
guys right hand is on the keyboard	mans hand is on the keyboard	guys right hand is on the keyboard mans hand is on the keyboard	['guy', 'hand', 'keyboard']	['guy.n.01', 'hand.n.01', 'keyboard.n.01']
guys right hand is on the keyboard	guys right hand is on the keyboard	guys right hand is on the keyboard guys right hand is on the keyboard	['guy', 'hand', 'keyboard']	['guy.n.01', 'hand.n.01', 'keyboard.n.01']
guys right hand is on the keyboard	guy holding hand to his chin	guys right hand is on the keyboard and holding hand to his chin	['guy', 'hand', 'chin']	['guy.n.01', 'hand.n.01', 'chin.n.01']
guys right hand is on the keyboard	guy is wearing glasses	guys right hand is on the keyboard and is wearing glasses	['guy', 'hand', 'glasses']	['guy.n.01', 'hand.n.01', 'spectacles.n.01']
a cup is on a desk	the black and silver cup on the shelf	a cup is on a desk and on the shelf	['cup', 'desk', 'shelf']	['cup.n.01', 'desk.n.01', 'shelf.n.01']
a cup is on a desk	blue cup is on the table	a cup is on a desk and is on the table	['cup', 'desk', 'table']	['cup.n.01', 'desk.n.01', 'table.n.02']
a cd disk is in a desk 	the CD sitting in front of the smaller mug	a cd disk is in a desk and the CD sitting in front of the smaller mug	['cd', 'desk', 'mug']	['cadmium.n.01', 'desk.n.01', 'chump.n.01']
a cd disk is in a desk 	a cd is ontop of one drawer	a cd disk is in a desk and is ontop of one drawer	['cd', 'desk', 'drawer']	['cadmium.n.01', 'desk.n.01', 'drawer.n.01']
the man has glasses on 	man is wearing sneakers	the man has glasses on and is wearing sneakers	['man', 'glasses', 'sneakers']	['man.n.01', 'spectacles.n.01', 'gym_shoe.n.01']
the man has glasses on 	A man in a red shirt	the man has glasses on and in a red shirt	['man', 'glasses', 'shirt']	['man.n.01', 'spectacles.n.01', 'shirt.n.01']
the man has glasses on 	a man wears grey shoes	the man has glasses on and wears grey shoes	['man', 'glasses', 'sneakers']	['man.n.01', 'spectacles.n.01', 'gym_shoe.n.01']
the man has glasses on 	a man has brown shoes on 	the man has glasses on and has brown shoes on	['man', 'glasses', 'shoes']	['man.n.01', 'spectacles.n.01', 'shoe.n.01']
the man has glasses on 	A man dressed in a red shirt and black pants. 	the man has glasses on and dressed in a red shirt and black pants.	['man', 'glasses', 'shirt']	['man.n.01', 'spectacles.n.01', 'shirt.n.01']
the man has glasses on 	A man dressed in a red shirt and black pants. 	the man has glasses on and dressed in a red shirt and black pants.	['man', 'glasses', 'pants']	['man.n.01', 'spectacles.n.01', 'trouser.n.01']
the man has glasses on 	A man wearing a gray jacket and gray pants. 	the man has glasses on and wearing a gray jacket and gray pants.	['man', 'glasses', 'jacket']	['man.n.01', 'spectacles.n.01', 'jacket.n.01']
the man has glasses on 	A man wearing a gray jacket and gray pants. 	the man has glasses on and wearing a gray jacket and gray pants.	['man', 'glasses', 'pants']	['man.n.01', 'spectacles.n.01', 'trouser.n.01']
the man has glasses on 	man is wearing red tshirt	the man has glasses on and is wearing red tshirt	['man', 'glasses', 'shirt']	['man.n.01', 'spectacles.n.01', 'shirt.n.01']
the man has glasses on 	man is holding his chin	the man has glasses on and is holding his chin	['man', 'glasses', 'chin']	['man.n.01', 'spectacles.n.01', 'chin.n.01']
the man has glasses on 	man is wearing brown shoes	the man has glasses on and is wearing brown shoes	['man', 'glasses', 'shoes']	['man.n.01', 'spectacles.n.01', 'shoe.n.01']
the man has glasses on 	the man wears a red t shirt 	the man has glasses on and wears a red t shirt	['man', 'glasses', 'shirt']	['man.n.01', 'spectacles.n.01', 'shirt.n.01']
the man has glasses on 	A man in a gray hoodie	the man has glasses on and in a gray hoodie	['man', 'glasses', 'jacket']	['man.n.01', 'spectacles.n.01', 'jacket.n.01']
the man has glasses on 	man wearing silver backpack	the man has glasses on and wearing silver backpack	['man', 'glasses', 'backpack']	['man.n.01', 'spectacles.n.01', 'backpack.n.01']
the man has glasses on 	man is about to cross the road	the man has glasses on and is about to cross the road	['man', 'glasses', 'crosswalk']	['man.n.01', 'spectacles.n.01', 'crossing.n.05']
